𒑱	�
|LAGAB×AN|	|A|
|LAGAB×AŠ|	|A|
|LAGAB×AŠ₂|	|A|
|LAGAB×AŠ@t|	|A@a|
|LAGAB×AŠ@z|	|A@a|
|LAGAB×A.TAR|	|A.A|
|LAGAB×(A.U)|	|A(A.A)|
|LAGAB×BAD|	|A|
|LAGAB×(BAD&BAD)|	|A(A&A)|
|LAGAB×BAR|	|A|
|LAGAB×BI|	|A|
|LAGAB.DAR|	|A.A|
|LAGAB×DAR|	|A|
|LAGAB×EN|	|A|
|LAGAB×GA|	|A|
|LAGAB×GAL|	|A|
|LAGAB×GAN₂|	|A|
|LAGAB×GAR|	|A|
|LAGAB×GUD|	|A|
|LAGAB×(GUD&GUD)|	|A(A&A)|
|LAGAB×(GUD.GUD).A|	|A(A.A).A|
|LAGAB×(GUD&GUD)+HUL₂|	|A(A&A)+A|
|LAGAB×GUD.LU.HI.A|	|A.A.A.A|
|LAGAB×GUR|	|A|
|LAGAB×HA|	|A|
|LAGAB×(HA.A)|	|A(A.A)|
|LAGAB×HA.A|	|A.A|
|LAGAB×HAL|	|A|
|LAGAB×HAL.A|	|A.A|
|LAGAB×HAL.ŠU₂|	|A.A|
|LAGAB×HI×NUN|	|A|
|LAGAB×IGI|	|A|
|LAGAB×IGI@g|	|A@a|
|LAGAB×IGI@g.ME|	|A@a.A|
|LAGAB×IM|	|A|
|LAGAB×(IM.HA)|	|A(A.A)|
|LAGAB×(IM.LU)|	|A(A.A)|
|LAGAB×KI|	|A|
|LAGAB×KIN|	|A|
|LAGAB×KU₃|	|A|
|LAGAB×KUL|	|A|
|LAGAB×(KUL.HI.A)|	|A(A.A.A)|
|LAGAB.LAGAB|	|A.A|
|LAGAB×LAGAB|	|A|
|LAGAB×LAGAR|	|A|
|LAGAB×LAK175|	|A1|
|LAGAB×LIŠ|	|A|
|LAGAB×LU|	|A|
|LAGAB×LUL|	|A|
|LAGAB×ME|	|A|
|LAGAB×(ME.EN)|	|A(A.A)|
|LAGAB×MUŠ|	|A|
|LAGAB×NE|	|A|
|LAGAB×NUN|	|A|
|LAGAB×PA|	|A|
|LAGAB×PAP|	|A|
|LAGAB.SAG@g|	|A.A@a|
|LAGAB×ŠE|	|A|
|LAGAB×(ŠE.SUM)|	|A(A.A)|
|LAGAB×SI|	|A|
|LAGAB×ŠITA|	|A|
|LAGAB×ŠITA₂|	|A|
|LAGAB×(ŠITA.GIŠ)|	|A(A.A)|
|LAGAB×(ŠITA.GIŠ.ERIN₂)|	|A(A.A.A)|
|LAGAB×(ŠITA@t.GIŠ.ERIN₂)|	|A(A@a.A.A)|
|LAGAB×ŠU|	|A|
|LAGAB×ŠU₂|	|A|
|LAGAB×(ŠU₂.ŠU₂)|	|A(A.A)|
|LAGAB×SUM|	|A|
|LAGAB×TAG|	|A|
|LAGAB×TAK₄|	|A|
|LAGAB×(TE.A.SU.NA)|	|A(A.A.A.A)|
|LAGAB×TIL|	|A|
|LAGAB×U|	|A|
|LAGAB×(U₂.AŠ)|	|A(A.A)|
|LAGAB×(U₂.AŠ@t)|	|A(A.A@a)|
|LAGAB×(U.A)|	|A(A.A)|
|LAGAB×UD|	|A|
|LAGAB.U.KAK|	|A.A.A|
|LAGAB×UN|	|A|
|LAGAB×UŠ|	|A|
|LAGAB×UŠ₂|	|A|
|LAGAB×(U.U.U)|	|A(A.A.A)|
|LAGAB×(U.U.U).LAGAB×(U.U.U)|	|A(A.A.A).A(A.A.A)|
lagabₓ	a
|LAGAB×X|	|A|
|LAGAB×ZA|	|A|
|LAGAB×(ZU&ZU)|	|A(A&A)|
lagal	a
lagar	a
LAGAR	A
lagar₂	a
lagar₃	a
LAGAR@g	A@a
|LAGAR@g.DU|	|A@a.A|
|LAGAR@g.DU@s|	|A@a.A@a|
|LAGAR@g&LAGAR@g|	|A@a&A@a|
|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|	|A@a&A@a.A@a&A@a.A@a&A@a|
|LAGAR@g&LAGAR@g.SAR|	|A@a&A@a.A|
|LAGAR@g&LAGAR@g.ŠE|	|A@a&A@a.A|
|LAGAR@g×ŠE|	|A@aA|
|LAGAR@g×(ŠE.SUM)|	|A@a(A.A)|
|(LAGAR@g.SU.LU.EŠ₂)&(LAGAR@g.SU.LU.EŠ₂)|	|(A@a.A.A.A)&(A@a.A.A.A)|
|LAGAR.IB|	|A.A|
|LAGAR×ŠE|	|A|
|LAGAR×(ŠE.SUM)|	|A(A.A)|
|LAGAR×SUM|	|A|
lagarₓ	a
|LAGAR×X|	|A|
|LAGAR×ZA|	|A|
lagas	a
lagaš	a
lagasa	a
lagaša	a
lagašₓ	a
lah	a
lah₂	a
lah₃	a
lah₄	a
lah₅	a
lah₆	a
lah₇	a
laha₄	a
laha₅	a
lahar	a
lahar₂	a
lahhušu	a
lahhušuₓ	a
lahraₓ	a
lahru	a
lahrum	a
lahrum₂	a
lahrumₓ	a
lahšu	a
LAHŠU	A
lahta₆	a
lahtan	a
lahtan₂	a
lahtan₃	a
lahtan₄	a
lahtan₅	a
lahtan₆	a
lahtanₓ	a
lahtaₓ	a
lahₓ	a
lak	a
|(LAK079&LAK079)@g|	|(A1&A1)@a|
|LAK263×BAR|	|A1A|
|LAK449a×GU|	|A1aA|
|LAK449a×IGI|	|A1aA|
|LAK449×(AN.EŠ₂)|	|A1(A.A)|
|LAK449×GU|	|A1A|
|LAK449×IGI|	|A1A|
|LAK449×(PAP.LU₃)|	|A1(A.A)|
|LAK449×(PAP.PAP.LU₃)|	|A1(A.A.A)|
|LAK449×SI|	|A1A|
|LAK449×(U₂.BA)|	|A1(A.A)|
|LAK490×KASKAL|	|A1A|
|LAK617×AŠ|	|A1A|
|LAK617×BAD|	|A1A|
|LAK617×DUN₃@g@g|	|A1A@a@a|
|LAK617×KU₃|	|A1A|
|LAK617×LA|	|A1A|
|LAK617×LA@n|	|A1A@a|
|LAK617×MIR|	|A1A|
|LAK617×TAR|	|A1A|
|LAK617×TE|	|A1A|
|LAK617×U₂|	|A1A|
|LAK617×UD|	|A1A|
|LAK617×URUDA|	|A1A|
|LAK648×1(DIŠ@c)|	|A1(A@a)|
|LAK648×DUB|	|A1A|
|LAK648×GA|	|A1A|
|LAK648×IGI|	|A1A|
|LAK648×IGI@g|	|A1A@a|
|LAK648×IM|	|A1A|
|LAK648×NI|	|A1A|
|LAK648×(PAP.PAP.LU₃)|	|A1(A.A.A)|
|LAK648×(ŠEŠ.KI)|	|A1(A.A)|
|LAK648×UD|	|A1A|
|LAK648×URUDA|	|A1A|
|LAK81&LAK81|	|A1&A1|
laka	a
lal	a
LAL	A
lal₂	a
LAL₂	A
|LAL₂.A|	|A.A|
|LAL₂.AŠ₂|	|A.A|
|LAL₂.DU|	|A.A|
|LAL₂×DU|	|A|
|LAL₂.DU.DU|	|A.A.A|
|LAL₂×DU.DU|	|A.A|
|LAL₂.DUR₂|	|A.A|
|LAL₂×DUR₂|	|A|
|LAL₂.HAL|	|A.A|
|LAL₂×HAL|	|A|
|LAL₂.KAK|	|A.A|
|LAL₂×KAK|	|A|
|LAL₂.LAGAB|	|A.A|
|LAL₂.NI|	|A.A|
|LAL₂.SAR|	|A.A|
|LAL₂.TUG₂|	|A.A|
|LAL₂×TUG₂|	|A|
|LAL₂.U|	|A.A|
|LAL₂.URU|	|A.A|
|LAL₂.URU×MIN|	|A.A|
|LAL₂×(URU×MIN)|	|A(A)|
|LAL₂.X|	|A.A|
lal₃	a
|LAL.A|	|A.A|
lala₂	a
lalah	a
lalah₂	a
lalahₓ	a
|LAL×DIŠ|	|A|
|LAL.DUG|	|A.A|
|LAL.KAK|	|A.A|
|LAL×KU|	|A|
lalla	a
lalla₂	a
|LAL.LAGAB|	|A.A|
|LAL×LAGAB|	|A|
lallal	a
|LAL.NI|	|A.A|
LAL@r	A@a
|LAL.SAR|	|A.A|
|LAL.TUG₂|	|A.A|
lalʾu	a
lalʾu₂	a
lalʾu₃	a
lalʾu₄	a
lalʾu₅	a
lalʾu₆	a
lalʾu₇	a
lalʾu₈	a
lam	a
LAM	A
lam₂	a
lam₃	a
lam₄	a
lam₅	a
lama	a
lama₂	a
lama₃	a
lamahuš	a
lamahušₓ	a
lamar	a
lamassu	a
lambi	a
|LAM.HI×DIŠ|	|A.A|
lamhu	a
|LAM×KUR|	|A|
|LAM.KUR.RU|	|A.A.A|
|LAM×(KUR.RU)|	|A(A.A)|
|LAM×KUR.RU.DA|	|A.A.A|
lamma	a
lammar	a
lammaₓ	a
lammu	a
lammu₂	a
|LAM.RU|	|A.A|
|LAM.SAG|	|A.A|
lamₓ	a
LA@n	A@a
|LA.NU₁₁.BUR|	|A.A.A|
lap	a
laq	a
lar	a
larag	a
larag₂	a
larsa	a
larsa₂	a
larsam	a
larsam₂	a
lāsimu	a
lasimₓ	a
lat	a
laṭ	a
lata	a
lazₓ	a
laʾu	a
laʾu₂	a
laʾu₃	a
laʾu₄	a
laʾu₅	a
laʾu₆	a
laʾu₇	a
laʾu₈	a
laʾuₓ	a
le	a
le₁₀	a
le₂	a
le₃	a
le₄	a
le₈	a
le₉	a
leb	a
lel₂	a
lelle	a
lelli	a
lem	a
lem₄	a
lep	a
leq	a
let	a
leʾum	a
li	a
LI	A
li₁₀	a
li₁₁	a
li₁₂	a
li₂	a
li₃	a
li₅	a
li₆	a
li₇	a
li₈	a
li₉	a
lib	a
lib₂	a
lib₃	a
lib₄	a
libi	a
libin	a
libir	a
libiš	a
libišₓ	a
libit	a
libiₓ	a
libₓ	a
lid	a
lid₂	a
lidda	a
lidda₂	a
liddaₓ	a
lidim	a
lidₓ	a
lig	a
ligidba	a
ligidba₂	a
ligidbaₓ	a
ligim	a
ligima	a
ligimaₓ	a
ligin	a
ligiₓ	a
lih	a
lih₂	a
lih₃	a
lik	a
lik₂	a
liki	a
likₓ	a
lil	a
LIL	A
lil₂	a
lil₃	a
lil₅	a
lil₆	a
lil₇	a
lil₈	a
lila₂	a
|LI&LI|	|A&A|
lilib	a
liliru	a
lilis	a
lilisₓ	a
liliz	a
lillan	a
lilli	a
lillia	a
lillu	a
lilₓ	a
lim	a
lim₂	a
lim₃	a
lim₄	a
lima	a
limi	a
limmu	a
LIMMU	A
limmu₂	a
LIMMU₂	A
limmu₃	a
limmu₄	a
limmu₅	a
LIMMU~a	A~a
LIMMU~b	A~a
limmuₓ	a
limu	a
limu₂	a
limu₃	a
limu₄	a
limu₅	a
limₓ	a
lip	a
lip₂	a
lip₃	a
lipiš	a
lipišₓ	a
liq	a
liq₂	a
liq₃	a
liri	a
liri₂	a
liri₃	a
liri₄	a
liri₅	a
liri₆	a
liri₇	a
liri₈	a
liru	a
liru₂	a
liru₃	a
liru₄	a
liru₅	a
liru₆	a
liru₇	a
liru₈	a
lirum	a
lirum₂	a
lirum₃	a
lirum₄	a
lirum₅	a
lirum₆	a
lirum₇	a
lirum₈	a
lirumₓ	a
lis	a
liš	a
LIŠ	A
lišanₓ	a
lisi	a
lisin	a
lit	a
liṭ	a
liṭ₂	a
liti	a
liṭi	a
lium	a
liz	a
LN	A
lu	a
LU	A
lu₁₀	a
lu₂	a
LU₂	A
LU₂@90	A@1
|LU₂.AL|	|A.A|
|LU₂×AL|	|A|
|LU₂×AŠ₂|	|A|
|LU₂.BAD|	|A.A|
|LU₂×BAD|	|A|
|LU₂×BAD.BAD|	|A.A|
|LU₂×BAD.BAD.A|	|A.A.A|
|(LU₂×BAD)@t|	|(A)@a|
|LU₂.DIŠ|	|A.A|
|LU₂×DIŠ|	|A|
|(LU₂.DUR₂)&(LU₂.DUR₂)|	|(A.A)&(A.A)|
|LU₂.EN|	|A.A|
|LU₂.EŠ₂|	|A.A|
|LU₂×EŠ₂|	|A|
|LU₂×(EŠ₂.LAL)|	|A(A.A)|
|LU₂.EŠ₂.LAL|	|A.A.A|
|LU₂.EŠ₂@t|	|A.A@a|
|LU₂×EŠ₂@t|	|A@a|
LU₂@g	A@a
|LU₂.GAM|	|A.A|
|LU₂×GAM|	|A|
|LU₂.GAN₂@t|	|A.A@a|
|LU₂×GAN₂@t|	|A@a|
|LU₂@g×AŠ|	|A@aA|
|LU₂@g.UŠ₂|	|A@a.A|
|LU₂×HAL|	|A|
|LU₂.HI.BAD|	|A.A.A|
|LU₂.HI×BAD|	|A.A|
|LU₂×HI×BAD|	|A|
|LU₂×IM|	|A|
|LU₂×KAD₂|	|A|
|LU₂×KAD₃|	|A|
|LU₂×(KAD₃.AŠ)|	|A(A.A)|
|LU₂.KI|	|A.A|
|LU₂×KI|	|A|
|LU₂.KU|	|A.A|
|LU₂×(LA.AŠ)|	|A(A.A)|
|LU₂.LAGAB|	|A.A|
|LU₂×LAGAB|	|A|
|LU₂.LAGAB×U|	|A.A|
|LU₂×LIL|	|A|
|LU₂%LU₂|	|A%A|
|LU₂&LU₂|	|A&A|
|LU₂.LU₂|	|A.A|
|LU₂@LU₂|	|A@A|
|LU₂&LU₂.GIŠ&GIŠ|	|A&A.A&A|
|LU₂.LU₂.LU₂.LU₂|	|A.A.A.A|
|LU₂.ME.EN|	|A.A.A|
|LU₂×(ME.EN)|	|A(A.A)|
|LU₂.NE|	|A.A|
|LU₂×NE|	|A|
|LU₂.NU|	|A.A|
|LU₂×NU|	|A|
|LU₂×PAP|	|A|
|LU₂×(PAP.PAP.LU₃)|	|A(A.A.A)|
LU₂@s	A@a
|LU₂.ŠA₃|	|A.A|
|LU₂×ŠA₃|	|A|
|LU₂@s×BAD|	|A@aA|
|LU₂@s+GAM|	|A@a+A|
|LU₂×(SI.AŠ)|	|A(A.A)|
|LU₂×(SIK₂.BU)|	|A(A.A)|
|LU₂@s.NA|	|A@a.A|
|LU₂@s×TIL|	|A@aA|
|LU₂.SU|	|A.A|
|LU₂.ŠU|	|A.A|
|LU₂×ŠU|	|A|
|LU₂.SU.A|	|A.A.A|
LU₂@t	A@a
|LU₂×TAK₄|	|A|
|LU₂.TUG₂|	|A.A|
|LU₂×TUG₂|	|A|
|LU₂×(UD.TUG₂)|	|A(A.A)|
|LU₂×UŠ₂|	|A|
LU₂~v	A~a
|LU₂×X|	|A|
lu₃	a
LU₃	A
|LU₃.PAP.PAP|	|A.A.A|
lu₄	a
lu₅	a
lu₆	a
lu₇	a
lu₇⁻	a
lu₈	a
lu₉	a
|LU.ANŠE×IGI|	|A.A|
lub	a
|LU.BAD|	|A.A|
|LU×BAD|	|A|
lubširₓ	a
lubun	a
lubₓ	a
lud	a
|LU.EŠ₂.GAR.KI|	|A.A.A.A|
|(LU.EŠ₂)&(LU.EŠ₂)|	|(A.A)&(A.A)|
lug	a
lug₂	a
luga	a
lugal	a
LUGAL	A
lugala	a
|LUGAL.GAL|	|A.A|
|LUGAL.GAM|	|A.A|
|LUGAL.GAN|	|A.A|
|LUGAL.HI×BAD|	|A.A|
|LUGAL%LUGAL|	|A%A|
|LUGAL&LUGAL|	|A&A|
|LUGAL@LUGAL|	|A@A|
LUGAL@s	A@a
lugam	a
|LU.GIR₃×IGI|	|A.A|
lugud	a
lugud₂	a
lugud₃	a
lugud₄	a
luguₓ	a
lugₓ	a
luh	a
LUH	A
LUH@180	A@1
luhmaₓ	a
luhša	a
luhšaₓ	a
luhšu	a
luhu	a
|LU.HUL₂|	|A.A|
luhummu	a
luhₓ	a
|LU.KI.KAK|	|A.A.A|
lukur	a
lul	a
LUL	A
|LUL.A|	|A.A|
|LUL.AŠ|	|A.A|
|LUL.BALAG|	|A.A|
|LUL.DIN.LIŠ|	|A.A.A|
|LUL.E₂.BALAG|	|A.A.A|
lulim	a
lulima	a
lulimₓ	a
|LUL×ŠE|	|A|
lulu	a
|LU.LU.EŠ₂.EŠ₂|	|A.A.A.A|
lulₓ	a
lum	a
LUM	A
lum₂	a
lum₃	a
luma	a
lumašₓ	a
lumgi	a
lumgi₂	a
lumgi₃	a
lumha	a
lumhaₓ	a
|LUM%LUM|	|A%A|
|LUM&LUM|	|A&A|
|LUM.LUM|	|A.A|
|LUM&LUM.DU@s|	|A&A.A@a|
|LUM&LUM.GAR&GAR|	|A&A.A&A|
|LUM&LUM.ŠU₂|	|A&A.A|
lumu	a
lumu₃	a
lumₓ	a
lun	a
lunga	a
lunga₂	a
lunga₃	a
lungaₓ	a
luŋ₂	a
luŋa	a
luŋa₂	a
lup	a
|(LU.SU)&(LU.SU)|	|(A.A)&(A.A)|
lut	a
luṭ	a
lutu	a
luṭu	a
luₓ	a
m	a
ma	a
MA	A
ma₁₀	a
ma₂	a
MA₂	A
|MA₂.HI.DIŠ|	|A.A.A|
|MA₂.HU|	|A.A|
|MA₂.IGI|	|A.A|
|MA₂.IGI@g|	|A.A@a|
|MA₂.KAK|	|A.A|
|MA₂.KASKAL.IGI@g|	|A.A.A@a|
|MA₂.KASKAL.IGI@g&IGI@g|	|A.A.A@a&A@a|
|MA₂.LIŠ|	|A.A|
|MA₂.MUG|	|A.A|
|MA×2(N57)|	|A1(A1)|
|MA₂.SAL.DIŠ|	|A.A.A|
ma₃	a
ma₄	a
ma₅	a
ma₆	a
ma₇	a
ma₈	a
ma₉	a
mabi	a
mabi₂	a
mabi₃	a
mabiₓ	a
mad	a
mada	a
madal	a
madaₓ	a
madla	a
madlu	a
madul	a
MA@g	A@a
|MA×GAN₂@t|	|A@a|
magar	a
magara	a
|MA@g×TAK₄|	|A@aA|
mah	a
MAH	A
mah₂	a
mah₃	a
maha	a
maha₂	a
mahar	a
MAH@g	A@a
mahra	a
mahru	a
mah@v	a@a
MAH@v	A@a
mahₓ	a
mak₀	a
makaš	a
makaš₂	a
makkaš	a
makkaš₂	a
mal	a
mal₂	a
mala	a
malakumₓ	a
malba	a
malla	a
malₓ	a
mam	a
mam₂	a
mam₃	a
mammi	a
mammi₂	a
mammi₃	a
mammiₓ	a
man	a
man₂	a
man₃	a
mana	a
mangara	a
mar	a
MAR	A
mar₂	a
mar₃	a
mar₅	a
mar₆	a
mara	a
mara₂	a
marad	a
marad₂	a
marduk	a
martu	a
|MAR.TU|	|A.A|
martum	a
maru	a
maru⁻	a
mas	a
maś	a
maš	a
MAŠ	A
maṣ	a
maš₂	a
MAŠ₂	A
MAŠ₂@g	A@a
maš₃	a
maš₄	a
mašammi	a
mašda	a
mašda₂	a
mašda₃	a
mašda₄	a
mašdaₓ	a
|MAŠ.EN|	|A.A|
|MAŠ.EN.KAK|	|A.A.A|
mašgagen	a
|MAŠ.GU₂.GAR₃|	|A.A.A|
mašgurₓ	a
māṣit	a
|MAŠ.KAK|	|A.A|
|MAŠ.KAK.EN|	|A.A.A|
maškim	a
maškim₂	a
maškim₃	a
maškimₓ	a
maškum	a
mašmin	a
massa	a
massa₂	a
maššam	a
MAŠ@t	A@a
maštabaₓ	a
|MAŠ.U|	|A.A|
|MAŠ.U.U|	|A.A.A|
|MAŠ.U.U.U|	|A.A.A.A|
|MAŠ.X|	|A.A|
mat	a
maṭ	a
mat₂	a
mat₃	a
matšammi	a
maₓ	a
|MA×X|	|A|
me	a
ME	A
me₁₁	a
me₁₂	a
me₂	a
me₃	a
me₄	a
me₅	a
me₆	a
me₇	a
me₈	a
me₉	a
|ME.AD.KU₃|	|A.A.A|
|ME.AN.ŠE.NAGA|	|A.A.A.A|
mebulug	a
mebulug₂	a
mebulug₃	a
mebulugₓ	a
med	a
medda	a
medda₂	a
meddu	a
meddu₂	a
medu	a
megida	a
megida₂	a
megidaₓ	a
megidda	a
megidda₂	a
meh	a
mehida	a
mehidi	a
mehidu	a
mel	a
mel₂	a
mel₃	a
mele₂	a
meleₓ	a
meli	a
meli₂	a
meliₓ	a
mem	a
|ME.MU|	|A.A|
men	a
men₂	a
men₃	a
men₄	a
men₅	a
menari	a
menaₓ	a
menbulug	a
menbulug₂	a
menbulug₃	a
|ME.NUN.TAG|	|A.A.A|
menₓ	a
mer	a
mer₃	a
mer₄	a
mere	a
mereₓ	a
meri₃	a
merimer	a
merimer₂	a
merimer₃	a
merimer₄	a
merimer₅	a
merimeri	a
merimeri₂	a
merimeri₃	a
merimeri₄	a
merimeri₅	a
mermer	a
mermer₂	a
mermer₃	a
mermer₄	a
mermer₅	a
mermeri	a
mermeri₂	a
mermeri₃	a
mermeri₄	a
mermeri₅	a
merₓ	a
mes	a
MES	A
meš	a
meṣ	a
meš₂	a
mes₃	a
meš₃	a
meša	a
mesi	a
|MES.RU|	|A.A|
meštunuₓ	a
mešₓ	a
met	a
meṭ	a
meṭa	a
meṭa₂	a
mete	a
meṭu	a
meṭu₂	a
metuₓ	a
|ME.UM|	|A.A|
|ME.U.U.U|	|A.A.A.A|
meₓ	a
mez	a
meze	a
mezeg	a
mezem	a
mezeŋ	a
mezeₓ	a
mi	a
MI	A
mi₂	a
mi₃	a
mi₄	a
mi₅	a
mid	a
midda	a
midda₂	a
middu	a
middu₂	a
midra	a
migir	a
migir₂	a
mih	a
mil	a
mili	a
mili₂	a
milla	a
mim	a
mim₃	a
mim₄	a
|MI&MI|	|A&A|
|MI.MI|	|A.A|
min	a
MIN	A
min₂	a
min₃	a
min₄	a
min₅	a
min₆	a
min₇	a
min₈	a
mina	a
mina₃	a
minbulug	a
minbulug₂	a
minbulugₓ	a
mir	a
mir₅	a
miri	a
miriₓ	a
mirₓ	a
mis	a
miš	a
miṣ	a
miš₂	a
miš₃	a
misal	a
mišhaš	a
mišsun	a
mištunuₓ	a
mišₓ	a
mit	a
miṭ	a
miṭa	a
miṭa₂	a
miti	a
mitta	a
mitta₂	a
mittu	a
miṭṭu	a
mittu₂	a
mitu	a
miṭu	a
miṭu₂	a
mitum	a
mitum₂	a
miₓ	a
mizal	a
mizeg	a
mizem	a
mu	a
MU	A
mu₁₀	a
mu₁₁	a
mu₁₂	a
mu₁₃	a
mu₁₄	a
mu₂	a
mu₃	a
mu₄	a
mu₅	a
mu₆	a
mu₇	a
mu₈	a
mu₉	a
mua	a
muati	a
muatiₓ	a
muatu	a
|MU.BU|	|A.A|
mud	a
mud₂	a
mud₃	a
|MUD₃@g×GU|	|A@aA|
mud₄	a
mud₅	a
mud₆	a
mud₇	a
mud₈	a
mudgi	a
mudla	a
mudlu	a
mudnaₓ	a
mudra₃	a
mudra₅	a
mudra₆	a
mudraₓ	a
mudru	a
mudru₂	a
mudru₃	a
mudru₄	a
mudru₅	a
mudru₆	a
mudul	a
mudₓ	a
mug	a
MUG	A
mug₂	a
muga	a
|MUG.DIŠ|	|A.A|
MUG@g	A@a
|MUG.MUG|	|A.A|
muguₓ	a
muh	a
muh₂	a
muh₃	a
muh₄	a
muhaldim	a
muhaldima	a
muhhu	a
muhhumₓ	a
muhₓ	a
muk	a
muk₀	a
muk₃	a
mul	a
mul₂	a
mul₃	a
mul₄	a
mulla	a
mullaₓ	a
mullil	a
mullu	a
mulu	a
mulu₄	a
mulugₓ	a
mulₓ	a
mum	a
|MU.ME.U.U.U|	|A.A.A.A.A|
mummun	a
|MU&MU|	|A&A|
mumun	a
mumunₓ	a
mun	a
mun₂	a
mun₃	a
mun₄	a
mun₅	a
mun₆	a
munsub	a
MUNSUB	A
munšub	a
munsub₂	a
munšub₂	a
munsub₃	a
munsub₄	a
munsubₓ	a
munu	a
munu₂	a
munu₃	a
munu₄	a
munu₅	a
munu₆	a
munus	a
munussa	a
munuₓ	a
munuz	a
munₓ	a
munzer	a
munzerₓ	a
munzur	a
muq	a
mur	a
mur₁₀	a
mur₁₁	a
mur₂	a
mur₃	a
mur₆	a
mur₇	a
mur₈	a
murga	a
murgišur	a
murgu	a
murgu₂	a
MURGU₂	A
murgu₃	a
murguₓ	a
muri	a
murim	a
muru	a
muru₁₁	a
muru₁₂	a
muru₁₃	a
muru₂	a
muru₃	a
muru₄	a
muru₅	a
muru₆	a
muru₉	a
murub	a
murub₂	a
murub₃	a
murub₄	a
MURUB₄	A
MURUB₄@g	A@a
murub₅	a
murub₆	a
murubₓ	a
murum	a
murum₁₁	a
murum₄	a
murum₅	a
murum₆	a
murumₓ	a
murušₓ	a
muruₓ	a
murₓ	a
mus	a
muš	a
MUŠ	A
muṣ	a
muš₂	a
muš₃	a
MUŠ₃	A
|MUŠ₃×A|	|A|
|MUŠ₃.AB|	|A.A|
|MUŠ₃.AB@g|	|A.A@a|
|MUŠ₃.AB@g.ZA|	|A.A@a.A|
|MUŠ₃×(A.DI)|	|A(A.A)|
|MUŠ₃.BU|	|A.A|
|MUŠ₃.DI|	|A.A|
|MUŠ₃×DI|	|A|
|MUŠ₃.EREN|	|A.A|
MUŠ₃@g	A@a
|MUŠ₃@g.BU|	|A@a.A|
|MUŠ₃@g.DI|	|A@a.A|
|MUŠ₃@g.SIK₂.LAM|	|A@a.A.A|
|MUŠ₃.KUŠU₂|	|A.A|
|MUŠ₃&MUŠ₃|	|A&A|
|MUŠ₃×MUŠ₃|	|A|
|MUŠ₃×PA|	|A|
|MUŠ₃.PAD|	|A.A|
|MUŠ₃.ŠEŠ₂|	|A.A|
|MUŠ₃.SIK₂.LAM|	|A.A.A|
|MUŠ₃.(TA×HI)|	|A.(A)|
|MUŠ₃.TE.AB@g|	|A.A.A@a|
|MUŠ₃.ZA|	|A.A|
|MUŠ₃×ZA|	|A|
|MUŠ₃.ZA₇|	|A.A|
|MUŠ₃.ZA.AB@g|	|A.A.A@a|
muš₄	a
muš₅	a
muš₇	a
muš₈	a
muš₉	a
MUŠ@90	A@1
|MUŠ@90.MUŠ@90|	|A@1.A@1|
|MUŠ×A|	|A|
|MUŠ.A.HA.DU|	|A.A.A.A|
mušda	a
mušdam	a
mušdama	a
mušdama₂	a
|MUŠ.DIN.BALAG|	|A.A.A|
|MUŠ.DIN.BALAG.DAR|	|A.A.A.A|
|MUŠ.DIN.ŠE.NUN&NUN.BALAG|	|A.A.A.A&A.A|
|MUŠ.DU.A.HA|	|A.A.A.A|
mušen	a
|MUŠEN×2(N57)|	|A1(A1)|
mušena	a
mušeŋₓ	a
|MUŠ×ERIN₂|	|A|
|MUŠ×GAD|	|A|
muši	a
|MUŠ.IR.HA.DIN.BALAG|	|A.A.A.A.A|
mušku	a
|MUŠ×KUR|	|A|
muškuₓ	a
|MUŠ%MUŠ|	|A%A|
|MUŠ&MUŠ|	|A&A|
|MUŠ.MUŠ|	|A.A|
|MUŠ%MUŠ.AB|	|A%A.A|
|MUŠ%MUŠ×AB|	|A%A|
|MUŠ&MUŠ×AB|	|A&A|
|MUŠ%MUŠ.A.NA|	|A%A.A.A|
|MUŠ&MUŠ.A.NA|	|A&A.A.A|
|MUŠ&MUŠ×(A.NA)|	|A&A(A.A)|
|(MUŠ&MUŠ)×GA|	|(A&A)A|
|MUŠ%MUŠ.HI|	|A%A.A|
|(MUŠ&MUŠ)×KAK|	|(A&A)A|
|MUŠ%MUŠ.KAK|	|A%A.A|
|MUŠ%MUŠ×MAŠ|	|A%A|
|(MUŠ&MUŠ)×NA|	|(A&A)A|
|MUŠ×PA|	|A|
mussa	a
|MUŠ.ŠA|	|A.A|
muššagana	a
mussaₓ	a
MUŠ@t	A@a
muštaptin	a
muštu	a
muštu₂	a
muštug	a
muštug₂	a
muštugₓ	a
mušu	a
musub	a
musub₂	a
musub₃	a
musub₄	a
musubₓ	a
musug₂	a
musug₄	a
musug₅	a
musur	a
mušₓ	a
|MUŠ×ZA|	|A|
mut	a
muṭ	a
mut₂	a
muthum	a
|MU.UŠ.TUG₂.PI|	|A.A.A.A|
muwa	a
muwati	a
muₓ	a
muya	a
muyati	a
muz	a
muzug	a
muzug₂	a
muzug₄	a
muzug₆	a
n	a
N	A
N01	A1
N01@c	A1@a
N01@f	A1@a
N04	A1
N04@f	A1@a
N06	A1
N08	A1
N08@c	A1@a
N08@f	A1@a
N14	A1
N14@f	A1@a
N19	A1
N19@f	A1@a
N22	A1
N22@f	A1@a
N24	A1
N34	A1
